source_id,source_label,source_parent,level,citizen_category,display_name,rationale,provenance
L2-E001,Acceso a la justicia para las mujeres y niñas víctimas de violencia y discriminación de género,Justicia,2,Justicia,Acceso a la justicia para las mujeres y niñas víctimas de violencia y discriminación de género,Se clasifica en Justicia por regla de palabra clave sobre el nombre del programa.,keyword
L2-S074,Programa Mi beca para empezar,Educación,2,Educación,Programa Mi beca para empezar,Se clasifica en Educación por regla de palabra clave sobre el nombre del programa.,keyword
L2-E100,Capacitación a la Población Ocupada y Desocupada de la Ciudad de México,Apoyos sociales,2,Apoyos sociales,Capacitación para el Empleo,Capacitación a población ocupada y desocupada.,explicit
L2-O005,Promoción de la cultura a legalidad,Cultura y deporte,2,Cultura y deporte,Promoción de la cultura a legalidad,Se clasifica en Cultura y deporte por regla de palabra clave sobre el nombre del programa.,keyword
L2-E173,Atención Integral de la Salud para la Mujer,Salud,2,Salud,Salud para la Mujer,Atención integral de la salud para la mujer.,explicit
L2-F036,Operación y Funcionamiento de los Canales de Abasto de la Ciudad de México,Otros,2,Otros,Canales de Abasto,Operación de los canales de abasto de la CDMX.,explicit
L2-E172,Atención Medica de Segundo Nivel,Salud,2,Salud,Atención Médica de Segundo Nivel,Hospitales generales de la Secretaría de Salud CDMX.,explicit
L2-S126,"Comunidad Huehueyotl, apoyo a colectivos de personas adultas mayores",Apoyos sociales,2,Apoyos sociales,"Comunidad Huehueyotl, apoyo a colectivos de personas adultas mayores",Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-S121,Programa de Mejoramiento Sustentable en Suelo de Conservación de Milpa Alta,Apoyos sociales,2,Apoyos sociales,Programa de Mejoramiento Sustentable en Suelo de Conservación de Milpa Alta,"Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Asuntos Económicos, Comerciales y Laborales en General').",funcion
L2-S148,Animales de corral y de traspatio,Parques y espacios públicos,2,Parques y espacios públicos,Animales de corral y de traspatio,Se clasifica en Parques y espacios públicos por regla de palabra clave sobre el nombre del programa.,keyword
L2-E130,Operación de panteones públicos,Calles y banquetas,2,Calles y banquetas,Operación de panteones públicos,Se clasifica en Calles y banquetas por fallback sobre desc_funcion ('Vivienda y Servicios a la Comunidad').,funcion
L2-S230,Programa para Enfermedades Crónico-Degenerativas y Discapacidad,Salud,2,Salud,Enfermedades Crónico-Degenerativas,Programa para enfermedades crónicas y discapacidad.,explicit
L2-U024,Seamos mejores estudiantes,Apoyos sociales,2,Apoyos sociales,Seamos mejores estudiantes,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-S122,Programa integral de apoyo a los productores de nopal PIAPRON,Apoyos sociales,2,Apoyos sociales,Programa integral de apoyo a los productores de nopal PIAPRON,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Otros Asuntos Sociales').,funcion
L2-U047,Acciones del Concejo Ciudadano para la Seguridad y Justicia,Seguridad,2,Seguridad,Concejo Ciudadano,Acciones del Consejo Ciudadano para la Seguridad y Justicia.,explicit
L2-S147,Ayuda económica para promover el deporte competitivo en jóvenes,Cultura y deporte,2,Cultura y deporte,Ayuda económica para promover el deporte competitivo en jóvenes,Se clasifica en Cultura y deporte por regla de palabra clave sobre el nombre del programa.,keyword
L2-E034,Mantenimiento de espacios públicos,Parques y espacios públicos,2,Parques y espacios públicos,Mantenimiento de espacios públicos,Se clasifica en Parques y espacios públicos por regla de palabra clave sobre el nombre del programa.,keyword
L2-P001,Promoción integral para el cumplimiento de los derechos humanos de las niñas y mujeres,Apoyos sociales,2,Apoyos sociales,Promoción integral para el cumplimiento de los derechos humanos de las niñas y mujeres,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-E115,Atención y prevención de la violencia contra las mujeres,Apoyos sociales,2,Apoyos sociales,Atención y prevención de la violencia contra las mujeres,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-S135,Unidad-Es Tlalpan,Calles y banquetas,2,Calles y banquetas,Unidad-Es Tlalpan,Se clasifica en Calles y banquetas por fallback sobre desc_funcion ('Vivienda y Servicios a la Comunidad').,funcion
L2-N004,Prevención y combate de incendios,Seguridad,2,Seguridad,Prevención y combate de incendios,Se clasifica en Seguridad por fallback sobre desc_funcion ('Asuntos de Orden Público y de Seguridad Interior').,funcion
L2-E156,Programa de movilidad activa,Transporte público,2,Transporte público,Programa de movilidad activa,Se clasifica en Transporte público por regla de palabra clave sobre el nombre del programa.,keyword
L2-S136,Jóvenes Cultivando la Movilidad,Transporte público,2,Transporte público,Jóvenes Cultivando la Movilidad,Se clasifica en Transporte público por regla de palabra clave sobre el nombre del programa.,keyword
L2-U032,Apoyo a Personas que Perdieron algún Familiar en el Sismo del 19 de septiembre de 2017,Apoyos sociales,2,Apoyos sociales,Sismo 2017 · Apoyos a Familiares,Apoyos a personas que perdieron familiares en el sismo de 2017.,explicit
L2-E054,Protección y vigilancia del sector público y privado,Seguridad,2,Seguridad,Protección y vigilancia del sector público y privado,Se clasifica en Seguridad por fallback sobre desc_funcion ('Asuntos de Orden Público y de Seguridad Interior').,funcion
L2-P055,Coordinación General de Gobierno,Gobierno y administración,2,Gobierno y administración,Coordinación General de Gobierno,Coordinación general del gobierno de la ciudad.,explicit
L2-F013,"Operación de centros culturales, museos, teatros y espacios para el arte y cultura",Cultura y deporte,2,Cultura y deporte,"Operación de centros culturales, museos, teatros y espacios para el arte y cultura",Se clasifica en Cultura y deporte por regla de palabra clave sobre el nombre del programa.,keyword
L2-E005,Acciones para Mejorar la Gobernanza Digital,Gobierno y administración,2,Gobierno y administración,Gobernanza Digital,Acciones para mejorar la gobernanza digital.,explicit
L2-J001,Pago de Pensiones y Jubilaciones,Gobierno y administración,2,Gobierno y administración,Pensiones y Jubilaciones,Pago de pensiones a ex-trabajadores del gobierno de la ciudad.,explicit
L2-E175,Fortalecimiento de la Cultura y las Artes,Cultura y deporte,2,Cultura y deporte,Cultura y Artes,Fortalecimiento de la cultura y las artes.,explicit
L2-O007,Mejora de la Función Pública para el Buen Gobierno,Gobierno y administración,2,Gobierno y administración,Mejora de la Función Pública,Mejora de la función pública.,explicit
L2-U044,"Asistencia, atención e inclusión para niñas, niños, adolescentes y jóvenes familiares de las personas sensiblemente afectadas en la línea 12 del sistema de transporte colectivo (STC Metro)",Apoyos sociales,2,Apoyos sociales,Línea 12 Metro · Familiares de Víctimas,Asistencia a familias de víctimas del incidente de la Línea 12 (mayo 2021).,explicit
L2-P023,Planeación y gestión del ordenamiento territorial y asentamientos humanos,Gobierno y administración,2,Gobierno y administración,Planeación y gestión del ordenamiento territorial y asentamientos humanos,Se clasifica en Gobierno y administración por regla de palabra clave sobre el nombre del programa.,keyword
L2-E161,Servidores de la Ciudad,Apoyos sociales,2,Apoyos sociales,Servidores de la Ciudad,Servidores de la Ciudad — atención comunitaria puerta a puerta.,explicit
L2-U031,Ayudas a Cooperativas,Apoyos sociales,2,Apoyos sociales,Ayudas a Cooperativas,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-G022,"Acciones para el cumplimiento de las disposiciones mercantiles, jurídicas y administrativas en alcaldías",Gobierno y administración,2,Gobierno y administración,"Acciones para el cumplimiento de las disposiciones mercantiles, jurídicas y administrativas en alcaldías",Se clasifica en Gobierno y administración por regla de palabra clave sobre el nombre del programa.,keyword
L2-S097,"Apoyo económico a personas no asalariadas que por motivo de secuelas de enfermedades crónico degenerativas no transmisibles y/o terminales, estén imposibilitadas de trabajar y residan en la alcaldía Cuauhtémoc",Salud,2,Salud,"Apoyo económico a personas no asalariadas que por motivo de secuelas de enfermedades crónico degenerativas no transmisibles y/o terminales, estén imposibilitadas de trabajar y residan en la alcaldía Cuauhtémoc",Se clasifica en Salud por regla de palabra clave sobre el nombre del programa.,keyword
L2-S144,Alimentos A Centros de Desarrollo Infantil,Apoyos sociales,2,Apoyos sociales,Alimentos A Centros de Desarrollo Infantil,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-E179,Desarrollo de Los Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,Apoyos sociales,2,Apoyos sociales,Desarrollo de Pueblos y Barrios,Desarrollo de pueblos y barrios originarios.,explicit
L2-E164,Servicios de Protección Infantil y Adolescente,Apoyos sociales,2,Apoyos sociales,Protección Infantil y Adolescente,Defensoría y protección de menores.,explicit
L2-E122,Reforestación en suelo de conservación,Medio ambiente,2,Medio ambiente,Reforestación en suelo de conservación,Se clasifica en Medio ambiente por fallback sobre desc_funcion ('Protección Ambiental').,funcion
L2-S119,Aliméntate Bien,Apoyos sociales,2,Apoyos sociales,Aliméntate Bien,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-S218,Apoyo a jefas de familia,Apoyos sociales,2,Apoyos sociales,Apoyo a jefas de familia,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-E196,Servicios Integrales de Movilidad para Ciclistas y Peatones,Transporte público,2,Transporte público,Ciclistas y Peatones · Movilidad,"Ciclovías, ciclismo urbano y seguridad peatonal.",explicit
L2-P027,Políticas para la Prevención y Combate a la Discriminación,Apoyos sociales,2,Apoyos sociales,Prevención de la Discriminación,Políticas para prevenir la discriminación.,explicit
L2-P002,Promoción integral para el cumplimiento de los derechos humanos,Justicia,2,Justicia,Promoción integral para el cumplimiento de los derechos humanos,Se clasifica en Justicia por fallback sobre desc_funcion ('Justicia').,funcion
L2-N001,Cumplimiento de los Programas de Protección Civil,Seguridad,2,Seguridad,Protección Civil,Cumplimiento de los programas de Protección Civil.,explicit
L2-0000,Órganos autónomos y de gobierno,Justicia,2,Justicia,Órganos autónomos y de gobierno,Se clasifica en Justicia por fallback sobre desc_funcion ('Justicia').,funcion
L2-S116,"Apoyo a la formación artística de niñas, niños y adolescentes",Apoyos sociales,2,Apoyos sociales,"Apoyo a la formación artística de niñas, niños y adolescentes",Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-G010,Recuperación óptima de los créditos,Gobierno y administración,2,Gobierno y administración,Recuperación de Créditos Fiscales,Recuperación óptima de los créditos.,explicit
L2-S016,Educación para la autonomía económica en PILARES,Educación,2,Educación,Educación para la autonomía económica en PILARES,Se clasifica en Educación por regla de palabra clave sobre el nombre del programa.,keyword
L2-U034,Programa de apoyo para implementar y ejecutar acciones de prevención de la violencia contra las mujeres,Apoyos sociales,2,Apoyos sociales,Programa de apoyo para implementar y ejecutar acciones de prevención de la violencia contra las mujeres,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-E182,Programas y Eventos Deportivos,Cultura y deporte,2,Cultura y deporte,Programas Deportivos,Programas y eventos deportivos.,explicit
L2-S182,Apoyo a Estancias Infantiles,Apoyos sociales,2,Apoyos sociales,Apoyo a Estancias Infantiles,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-E070,Conservación y mantenimiento menor de inmuebles y equipos,Salud,2,Salud,Conservación y mantenimiento menor de inmuebles y equipos,Se clasifica en Salud por fallback sobre desc_funcion ('Salud').,funcion
L2-S110,"Sistema Público de Cuidado, Alcaldía de Iztapalapa",Apoyos sociales,2,Apoyos sociales,"Sistema Público de Cuidado, Alcaldía de Iztapalapa",Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Otros Asuntos Sociales').,funcion
L2-F027,Promoción y fortalecimiento de la participación ciudadana en alcaldías,Gobierno y administración,2,Gobierno y administración,Promoción y fortalecimiento de la participación ciudadana en alcaldías,Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Coordinación de la Política de Gobierno').,funcion
L2-E004,Prevención de cáncer de mama y cervicouterino,Salud,2,Salud,Prevención de cáncer de mama y cervicouterino,Se clasifica en Salud por fallback sobre desc_funcion ('Salud').,funcion
L2-U011,Programa para la reconstrucción,Gobierno y administración,2,Gobierno y administración,Programa para la reconstrucción,Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Coordinación de la Política de Gobierno').,funcion
L2-E168,Sistema Penitenciario,Justicia,2,Justicia,Sistema Penitenciario,Operación y vigilancia del sistema penitenciario de la CDMX.,explicit
L2-P053,"Operación y seguimiento de los sistemas de información, indicadores y del monitoreo",Gobierno y administración,2,Gobierno y administración,"Operación y seguimiento de los sistemas de información, indicadores y del monitoreo",Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Coordinación de la Política de Gobierno').,funcion
L2-F001,Alianza para la preservación del patrimonio cultural de la Ciudad de México,Cultura y deporte,2,Cultura y deporte,Alianza para la preservación del patrimonio cultural de la Ciudad de México,Se clasifica en Cultura y deporte por regla de palabra clave sobre el nombre del programa.,keyword
L2-U042,Apoyos y Estímulos Deportivos para el Bienestar,Cultura y deporte,2,Cultura y deporte,Estímulos Deportivos,Apoyos y estímulos deportivos para el bienestar.,explicit
L2-S113,En comunidad la familia es primero,Apoyos sociales,2,Apoyos sociales,En comunidad la familia es primero,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-E171,Prestación de Servicios Jurídicos en el Ámbito Publico,Justicia,2,Justicia,Servicios Jurídicos Públicos,Prestación de servicios jurídicos en el ámbito público.,explicit
L2-S146,"Ayuda a personas de escasos recursos y para tratamientos médicos de enfermedades crónico-degenerativas, terminales y discapacidades",Salud,2,Salud,"Ayuda a personas de escasos recursos y para tratamientos médicos de enfermedades crónico-degenerativas, terminales y discapacidades",Se clasifica en Salud por regla de palabra clave sobre el nombre del programa.,keyword
L2-U043,Va Segur@,Seguridad,2,Seguridad,Va Segur@ · Seguro Escolar,Seguro contra accidentes personales de escolares. Opera la SSC.,explicit
L2-P014,Diseño de la Política de Egresos,Gobierno y administración,2,Gobierno y administración,Diseño de la Política de Egresos,Diseño del presupuesto de egresos.,explicit
L2-P022,Planeación de Políticas Públicas para Mejorar la Atención de las Adicciones,Salud,2,Salud,Atención a las Adicciones,Planeación de políticas públicas para adicciones.,explicit
L2-K017,Acciones de obras y servicios para la regeneración de barrios,Gobierno y administración,2,Gobierno y administración,Acciones de obras y servicios para la regeneración de barrios,Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Coordinación de la Política de Gobierno').,funcion
L2-K024,Infraestructura de Agua Potable,Agua,2,Agua,Infraestructura de Agua Potable,"SACMEX — obra nueva: pozos, plantas potabilizadoras, redes.",explicit
L2-S071,Servidores de la Ciudad (SERCDMX),Apoyos sociales,2,Apoyos sociales,Servidores de la Ciudad (SERCDMX),Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Otros Asuntos Sociales').,funcion
L2-K014,"Infraestructura de agua potable, alcantarillado y saneamiento",Agua,2,Agua,"Infraestructura de agua potable, alcantarillado y saneamiento",Se clasifica en Agua por regla de palabra clave sobre el nombre del programa.,keyword
L2-S145,Apoyo Económico a Personas Que Prestan sus Inmuebles Como Espacios para Centros de Desarrollo Infantil,Apoyos sociales,2,Apoyos sociales,Apoyo Económico a Personas Que Prestan sus Inmuebles Como Espacios para Centros de Desarrollo Infantil,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-K003,"Infraestructura de agua potable, alcantarillado y saneamiento",Agua,2,Agua,"Infraestructura de agua potable, alcantarillado y saneamiento",Se clasifica en Agua por regla de palabra clave sobre el nombre del programa.,keyword
L2-E068,Prevención y atención a menores infractores,Apoyos sociales,2,Apoyos sociales,Prevención y atención a menores infractores,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-E044,Prestación de servicios para las cajas de previsión,Apoyos sociales,2,Apoyos sociales,Prestación de servicios para las cajas de previsión,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Protección Social').,funcion
L2-P047,Planeación de la política de turismo en las alcaldías,Gobierno y administración,2,Gobierno y administración,Planeación de la política de turismo en las alcaldías,Se clasifica en Gobierno y administración por regla de palabra clave sobre el nombre del programa.,keyword
L2-P051,Política del Sistema de Planeación del Desarrollo y Ordenamiento Territorial,Gobierno y administración,2,Gobierno y administración,Sistema de Planeación,Política del sistema de planeación del desarrollo.,explicit
L2-S039,Programa de becas del instituto de educación media superior de la Ciudad de México,Educación,2,Educación,Programa de becas del instituto de educación media superior de la Ciudad de México,Se clasifica en Educación por regla de palabra clave sobre el nombre del programa.,keyword
L2-S057,Talleres de artes y oficios comunitarios,Cultura y deporte,2,Cultura y deporte,Talleres de Artes y Oficios,Talleres de artes y oficios comunitarios.,explicit
L2-F016,Promoción y fortalecimiento de la participación ciudadana,Apoyos sociales,2,Apoyos sociales,Promoción y fortalecimiento de la participación ciudadana,Se clasifica en Apoyos sociales por fallback sobre desc_funcion ('Otros Asuntos Sociales').,funcion
L2-E192,Gestión del Patrimonio Inmobiliario de la Ciudad de México,Gobierno y administración,2,Gobierno y administración,Patrimonio Inmobiliario,Gestión del patrimonio inmobiliario de la ciudad.,explicit
L2-E059,Representación y defensa del gobierno en materia fiscal y hacendaria,Gobierno y administración,2,Gobierno y administración,Representación y defensa del gobierno en materia fiscal y hacendaria,Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Asuntos Financieros y Hacendarios').,funcion
L2-E012,Atención medica,Salud,2,Salud,Atención medica,Se clasifica en Salud por fallback sobre desc_funcion ('Salud').,funcion
L2-E128,Mantenimiento y rehabilitación de áreas verdes,Calles y banquetas,2,Calles y banquetas,Mantenimiento y rehabilitación de áreas verdes,Se clasifica en Calles y banquetas por fallback sobre desc_funcion ('Vivienda y Servicios a la Comunidad').,funcion
L2-S107,Mujeres Estudiando en la Alcaldía de Iztapalapa,Apoyos sociales,2,Apoyos sociales,Mujeres Estudiando en la Alcaldía de Iztapalapa,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-P046,Planeación integral de las políticas públicas de la Alcaldía,Gobierno y administración,2,Gobierno y administración,Planeación integral de las políticas públicas de la Alcaldía,Se clasifica en Gobierno y administración por regla de palabra clave sobre el nombre del programa.,keyword
L2-E072,Preservación y cuidado del patrimonio material e inmaterial,Gobierno y administración,2,Gobierno y administración,Preservación y cuidado del patrimonio material e inmaterial,Se clasifica en Gobierno y administración por regla de palabra clave sobre el nombre del programa.,keyword
L2-E154,"Acceso a la Justicia Ambiental, Urbana y de Protección y Bienestar Animal",Medio ambiente,2,Medio ambiente,Justicia Ambiental,"Acceso a la justicia ambiental, urbana y bienestar animal.",explicit
L2-S073,Beca pilares,Educación,2,Educación,Beca pilares,Se clasifica en Educación por regla de palabra clave sobre el nombre del programa.,keyword
L2-E018,Atención veterinaria,Salud,2,Salud,Atención veterinaria,Se clasifica en Salud por fallback sobre desc_funcion ('Salud').,funcion
L2-P041,"Planeación, elaboración, seguimiento y evaluación de las políticas públicas y normatividad en materia de desarrollo económico, social y ambiental",Medio ambiente,2,Medio ambiente,"Planeación, elaboración, seguimiento y evaluación de las políticas públicas y normatividad en materia de desarrollo económico, social y ambiental",Se clasifica en Medio ambiente por regla de palabra clave sobre el nombre del programa.,keyword
L2-F033,Proyectos de desarrollo y fomento agropecuario,Medio ambiente,2,Medio ambiente,Proyectos de desarrollo y fomento agropecuario,"Se clasifica en Medio ambiente por fallback sobre desc_funcion ('Agropecuaria, Silvicultura, Pesca y Caza').",funcion
L2-U027,Convenios con Casas Hogar de Niñas y Niños,Apoyos sociales,2,Apoyos sociales,Convenios con Casas Hogar de Niñas y Niños,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-S130,Educarnos en Comunidad para el Bienestar Social,Apoyos sociales,2,Apoyos sociales,Educarnos en Comunidad para el Bienestar Social,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-F034,Fortalecimiento de Competencias en Energía Solar,Otros,2,Otros,Energía Solar,Fortalecimiento de competencias en energía solar.,explicit
L2-E188,"Educación, Cultura, Deporte y Recreación",Cultura y deporte,2,Cultura y deporte,"Educación, Cultura, Deporte y Recreación (Alcaldías)",Recursos en alcaldías para deporte y cultura comunitarios.,explicit
L2-G072,Investigación y seguimiento de delitos financieros,Gobierno y administración,2,Gobierno y administración,Investigación y seguimiento de delitos financieros,Se clasifica en Gobierno y administración por fallback sobre desc_funcion ('Asuntos Financieros y Hacendarios').,funcion
L2-E081,Servicios integrales de asistencia social,Apoyos sociales,2,Apoyos sociales,Asistencia Social Integral,Servicios integrales de asistencia social.,explicit
L2-G013,Inspección y vigilancia medioambiental,Medio ambiente,2,Medio ambiente,Inspección Medioambiental,PAOT — inspección y vigilancia medioambiental.,explicit
L2-S050,Promoción de actividades culturales y recreativas,Cultura y deporte,2,Cultura y deporte,Promoción de actividades culturales y recreativas,Se clasifica en Cultura y deporte por regla de palabra clave sobre el nombre del programa.,keyword
L2-S051,Promotores culturales Ciudad de México,Cultura y deporte,2,Cultura y deporte,Promotores Culturales,Programa de promotores culturales comunitarios.,explicit
L2-S072,Atención integral al adulto mayor,Apoyos sociales,2,Apoyos sociales,Atención integral al adulto mayor,Se clasifica en Apoyos sociales por regla de palabra clave sobre el nombre del programa.,keyword
L2-S034,Programa Sistemas de Captación de Agua de Lluvia en Viviendas de la Ciudad de México,Agua,2,Agua,Cosecha de Lluvia,Sistemas de captación de agua pluvial en hogares.,explicit
